id,mean_fullfit,mean_bootstrap,median,CIlo,CIhi,Q1,Q3
NUM_EXIST_WBC_ACCTS_12 x DRIVERS_LICENCE_IND_2_1,-0.005240607,-0.003374597,-0.002866186,-0.010632933,0.003536817,-0.005642968,-0.000666754
NUM_EXIST_WBC_ACCTS_13,-0.003369868,-0.003346658,-0.00313496,-0.009090196,0.003748387,-0.005665311,-0.001425641
NUM_EXIST_WBC_ACCTS_20 x DRIVERS_LICENCE_IND_2_0,0.003963628,0.003318813,0.003251465,0.000594075,0.006187806,0.002376949,0.004392883
NUM_EXIST_WBC_ACCTS_20 x DRIVERS_LICENCE_IND_2_1,-0.003963574,-0.003318777,-0.003251473,-0.006187772,-0.000594045,-0.004392747,-0.00237696
NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE_0,-0.004099538,-0.003290676,-0.003076745,-0.006426351,0,-0.005171891,-0.001587001
SECURED_LOAN_PURPOSE_CODE_3 x NUM_APPS,-0.003008892,-0.003239647,-0.002079622,-0.009984074,0,-0.004921406,0
LN_PROTECTION_INS_IND_0 x SEC_FLAG_1,0.00129368,0.003238419,0,0,0.016439214,0,0.00492507
LN_PROTECTION_INS_IND_1 x SEC_FLAG_0,0.00129368,0.003238419,0,0,0.016439214,0,0.00492507
LN_PROTECTION_INS_IND_1 x SEC_FLAG_1,-0.001293658,-0.003238408,0,-0.01643868,0,-0.004925336,0
LN_PROTECTION_INS_IND_0 x SEC_FLAG_0,-0.001293658,-0.003238408,0,-0.01643868,0,-0.004925336,0
NUM_EXIST_WBC_ACCTS_7 x SECURED_LOAN_PURPOSE_CODE_1,0.003693108,0.00318121,0.002256201,0,0.008263388,0.001196738,0.004817134
NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE_0,-0.003973608,-0.003172724,-0.003075697,-0.006308916,0,-0.004958235,-0.001484809
NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE_0,-0.003941775,-0.003167388,-0.002970122,-0.006237013,0,-0.004930396,-0.001473896
SECURED_LOAN_PURPOSE_CODE_1 x NUM_APPS,-0.00299592,-0.003150197,-0.001787279,-0.009454147,0,-0.005559934,0
NUM_APPS_0 x SECURED_LOAN_PURPOSE_CODE_3,0.002588957,0.003147599,0.002668814,-0.000641874,0.007401536,0.001253412,0.005007037
NUM_BUR_ENQ_L6M_1 x NUM_BUR_ENQ_LST_MTH_1,-0.002500553,-0.003144822,-0.003432782,-0.007721616,0,-0.005406579,0
NUM_EXIST_WBC_ACCTS_24 x SECURED_LOAN_PURPOSE_CODE_0,-0.003868192,-0.003112782,-0.002931702,-0.006187141,0,-0.004808216,-0.001455934
NUM_EXIST_WBC_ACCTS_26 x SECURED_LOAN_PURPOSE_CODE_0,-0.003852138,-0.003103022,-0.002930696,-0.006151223,0,-0.004835204,-0.001460071
NUM_EXIST_WBC_ACCTS_8 x SECURED_LOAN_PURPOSE_CODE_2,0.003782662,0.003101293,0.002492544,0,0.008039126,0.001322502,0.004336029
NUM_EXIST_WBC_ACCTS_25 x SECURED_LOAN_PURPOSE_CODE_0,-0.00384473,-0.00309617,-0.002926453,-0.006132439,0,-0.004812545,-0.001450996
NUM_EXIST_WBC_ACCTS_27 x SECURED_LOAN_PURPOSE_CODE_0,-0.003840109,-0.003091517,-0.002914303,-0.006120823,0,-0.004801572,-0.001447778
NUM_EXIST_WBC_ACCTS_28 x SECURED_LOAN_PURPOSE_CODE_0,-0.003838871,-0.003090005,-0.002912527,-0.006116428,0,-0.004799776,-0.001447237
NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE_0,-0.004155889,-0.003089117,-0.002595999,-0.00761789,0,-0.004490566,-0.001519983
NUM_EXIST_WBC_ACCTS_3 x SECURED_LOAN_PURPOSE_CODE_3,0.003944479,0.003060998,0.002879691,0,0.006796644,0.001091458,0.004884407
NUM_EXIST_WBC_ACCTS_20,0.002696663,0.003060305,0.002678189,-0.000276597,0.007586451,0.001207092,0.004616873
NUM_EXIST_WBC_ACCTS_3 x SECURED_LOAN_PURPOSE_CODE_0,-0.004383607,-0.003055338,-0.002872227,-0.010359524,0.003957353,-0.006363345,0
NUM_EXIST_WBC_ACCTS_6 x SECURED_LOAN_PURPOSE_CODE_1,0.003564737,0.003042714,0.002056828,-0.000377969,0.010093617,0.000456369,0.005132233
NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE_0,-0.003739588,-0.00288506,-0.002587683,-0.006075785,0,-0.004203933,-0.001421127
NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE_0,-0.003661143,-0.002856659,-0.002717702,-0.006309081,0,-0.004216095,-0.001336957
SECURED_LOAN_PURPOSE_CODE_2 x NUM_APPS,-0.00262123,-0.002769225,-0.001752654,-0.008139664,0,-0.004772213,0
NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE_0,-0.003288124,-0.002728488,-0.002210992,-0.00688295,0,-0.004205816,-0.000930613
NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE_0,-0.003014799,-0.002711897,-0.002042332,-0.007529441,0.001084965,-0.003755578,-0.000459466
SECURED_LOAN_PURPOSE_CODE_4 x NUM_APPS,-0.002505479,-0.002656846,-0.001821455,-0.007791529,0,-0.00448456,0
NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE_0,-0.003214768,-0.002651699,-0.002272665,-0.005902322,0,-0.004100655,-0.001149427
NUM_EXIST_WBC_ACCTS_14 x SECURED_LOAN_PURPOSE_CODE_0,-0.002994514,-0.002644872,-0.00220344,-0.0065254,0,-0.003678413,-0.000901374
NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE_1,0.003216066,0.002643762,0.002469278,0,0.006096391,0.000885888,0.004118476
NUM_EXIST_WBC_ACCTS_13 x SECURED_LOAN_PURPOSE_CODE_1,0.003333481,0.002634475,0.002217376,0,0.005338479,0.001198528,0.003962596
NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE_1,0.003244205,0.002599279,0.002476603,0,0.005215887,0.001235493,0.004028839
NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE_1,0.003203628,0.002563897,0.002399631,0,0.005148197,0.001224278,0.003965579
NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE_1,0.00319612,0.002562968,0.002412209,0,0.005193337,0.001204548,0.003981655
NUM_EXIST_WBC_ACCTS_24 x SECURED_LOAN_PURPOSE_CODE_1,0.003177747,0.002549191,0.00240071,0,0.005154358,0.00120303,0.003953501
NUM_EXIST_WBC_ACCTS_26 x SECURED_LOAN_PURPOSE_CODE_1,0.003173261,0.002546471,0.002397899,0,0.005146888,0.001200973,0.003948318
NUM_EXIST_WBC_ACCTS_25 x SECURED_LOAN_PURPOSE_CODE_1,0.003171409,0.002544758,0.002398388,0,0.005143752,0.001199523,0.003948315
NUM_EXIST_WBC_ACCTS_27 x SECURED_LOAN_PURPOSE_CODE_1,0.003170254,0.002543595,0.002397072,0,0.005140495,0.001198701,0.003948186
NUM_EXIST_WBC_ACCTS_28 x SECURED_LOAN_PURPOSE_CODE_1,0.003169944,0.002543217,0.002396947,0,0.005140495,0.001198574,0.003947476
NUM_EXIST_WBC_ACCTS_22 x SECURED_LOAN_PURPOSE_CODE_0,-0.003342298,-0.002535208,-0.002422431,-0.005827866,0,-0.003729377,-0.001195932
NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE_1,0.003193981,0.002493442,0.00232409,0,0.005295403,0.001202267,0.003847707
NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE_0,-0.004044729,-0.002486592,-0.002331666,-0.006757778,0,-0.003363139,-0.001014154
NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE_1,0.003137395,0.002484509,0.002348995,0,0.004878071,0.001223436,0.003713767
NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE_1,0.003102959,0.002467671,0.002360321,0,0.005043127,0.001206764,0.003748418
NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE_1,0.003012258,0.002439372,0.002196148,0,0.005186504,0.00110986,0.003886745
NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE_1,0.003013918,0.00243364,0.002166107,0,0.005014902,0.00106364,0.003751171
NUM_EXIST_WBC_ACCTS_22 x SECURED_LOAN_PURPOSE_CODE_1,0.00304415,0.002403142,0.002226968,0,0.00504235,0.001138779,0.003652804
NUM_EXIST_WBC_ACCTS_14 x SECURED_LOAN_PURPOSE_CODE_1,0.002923144,0.002402903,0.002204519,0,0.005018953,0.001094774,0.003682991
NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE_1,0.002816621,0.002343721,0.002022061,0,0.005310265,0.00110325,0.003263516
NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE_1,0.002887211,0.002328752,0.002256958,0,0.004960813,0.001143089,0.003216745
NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE_0,-0.002724414,-0.002246682,-0.00198885,-0.005603051,0,-0.003177895,-0.000949809
NUM_EXIST_WBC_ACCTS_16,0.001325097,0.002244432,0.001494641,-0.002342472,0.008211267,-0.00033431,0.004677779
NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE_1,0.003026452,0.00223105,0.002126167,0,0.00461156,0.001168945,0.003368511
NUM_BUR_ENQ_L6M_1 x NUM_EXIST_WBC_MCD_ACCTS,-0.000769217,-0.002216629,0,-0.008807594,0,-0.00305027,0
NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE_4,0.002623883,0.002193723,0.001999763,0,0.004910783,0.00064823,0.003636672
LN_TERM_1,0.001634352,0.002134611,0.002010862,0.000678268,0.003842549,0.001406816,0.002780601
NUM_BUR_ENQ_LST_7TO12_MTHS_1 x WORST_DAYS_IN_EXCESS_AT_APPL,0.002451473,0.00205335,0.000994124,0,0.005877837,0.00012839,0.003723278
NUM_EXIST_WBC_ACCTS_10 x SECURED_LOAN_PURPOSE_CODE_4,0.002143833,0.001969998,0.00167095,0,0.004431556,0.000944673,0.0026982
NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE_2,0.002229646,0.001880736,0.001690465,0,0.004291985,0.000505117,0.002975798
NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE_3,0.002168692,0.001863984,0.001710213,0,0.004247302,0.000515506,0.002900802
TIME_AT_CURR_EMPLOYMENT_1,-0.001760652,-0.001684211,-0.00167664,-0.002191824,-0.001152364,-0.001987287,-0.001436073
NUM_EXIST_WBC_ACCTS_29,0.001545689,0.001651481,0.001458325,-4.55E-06,0.004832413,0,0.003099065
NUM_EXIST_WBC_ACCTS_10 x SECURED_LOAN_PURPOSE_CODE_3,0.001621696,0.001583412,0.001189822,0,0.003495178,0.000621131,0.002355169
NUM_EXIST_WBC_ACCTS_22,0.001183463,0.001447624,0.001252505,-0.000252224,0.003841631,-7.52E-05,0.002558106
NUM_EXIST_WBC_ACCTS_10 x SECURED_LOAN_PURPOSE_CODE_2,0.001468075,0.001428387,0.001245395,0,0.003256159,0.000438567,0.002231745
NUM_EXIST_WBC_ACCTS_5 x SECURED_LOAN_PURPOSE_CODE_1,-0.002466968,-0.001217883,-0.000795416,-0.004823267,0.002586842,-0.002819559,5.71E-07
NUM_EXIST_WBC_ACCTS_18,0.000227035,0.000840176,0.000381358,-0.001414442,0.004165829,-0.000547772,0.001856853
NUM_EXIST_WBC_ACCTS_14,0.001145707,0.000778022,0.000309302,-0.003075066,0.004912739,-0.001107236,0.003066239
NUM_EXIST_WBC_ACCTS_19,-0.000723136,-0.000688642,-0.000683328,-0.001125369,-0.000296713,-0.000831949,-0.000502454
LN_PROTECTION_INS_IND_0 x SECURED_LOAN_PURPOSE_CODE,-0.000683477,-0.000656269,-0.000656602,-0.000859405,-0.000439072,-0.000756593,-0.000551613
LN_PROTECTION_INS_IND_1 x SECURED_LOAN_PURPOSE_CODE,0.000683477,0.000656269,0.000656602,0.000439072,0.000859405,0.000551613,0.000756593
NUM_EXIST_WBC_ACCTS_13 x SECURED_LOAN_PURPOSE_CODE_4,0.000796514,0.000587202,0.000446922,0,0.001844569,0.000131393,0.000851044
NUM_EXIST_WBC_ACCTS_15,-0.000970666,-0.000549497,-0.000888948,-0.004289156,0.004325732,-0.002688116,0.000603236
NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE_4,0.00059937,0.000470063,0.00044683,0,0.000935545,0.000246757,0.000711486
NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE_4,0.000558794,0.000434681,0.000430606,0,0.000880349,0.000211605,0.000635972
NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE_4,0.000549486,0.000432132,0.000407688,0,0.000877695,0.000211526,0.000664629
NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE_4,0.00061627,0.0004245,0.000334958,-6.21E-05,0.001271008,0.000140975,0.000634238
NUM_EXIST_WBC_ACCTS_24 x SECURED_LOAN_PURPOSE_CODE_4,0.000532912,0.000419975,0.000393525,0,0.000860334,0.000204852,0.000625281
NUM_EXIST_WBC_ACCTS_26 x SECURED_LOAN_PURPOSE_CODE_4,0.000528426,0.000417255,0.000393111,0,0.000850471,0.000205494,0.000625332
NUM_EXIST_WBC_ACCTS_25 x SECURED_LOAN_PURPOSE_CODE_4,0.000526574,0.000415542,0.000390955,0,0.000844479,0.000203152,0.000619949
NUM_EXIST_WBC_ACCTS_27 x SECURED_LOAN_PURPOSE_CODE_4,0.000525419,0.000414379,0.000389389,0,0.000843621,0.000202348,0.000620462
NUM_EXIST_WBC_ACCTS_28 x SECURED_LOAN_PURPOSE_CODE_4,0.000525109,0.000414001,0.00038859,0,0.000842361,0.000202212,0.000618086
NUM_EXIST_WBC_ACCTS_11,0.000598068,0.000396289,-0.000498117,-0.012726309,0.014063975,-0.003675166,0.004681646
NUM_BUR_ENQ_LST_7TO12_MTHS_1 x TIME_AT_CURR_EMPLOYMENT_1,0.000369676,0.000377216,0.000371125,0.000152986,0.000618137,0.000250882,0.000501898
TOT_MTH_MTGE_PYMTS,-0.000358943,-0.000377074,-0.000378681,-0.000424564,-0.000334004,-0.000394077,-0.000357908
NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE_4,0.000494469,0.000358815,0.000277555,0,0.000967919,0.000141658,0.000498654
NUM_BUR_ENQ_LST_7TO12_MTHS_1 x TIME_WITH_BANK_1,0.000346999,0.000355816,0.000363101,0.000229954,0.000469992,0.000296753,0.00040678
NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE_4,0.000480689,0.000355799,0.000277311,0,0.000857481,0.000114542,0.00053702
NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE_4,0.000362463,0.000351216,0.000255845,-0.000563963,0.001304876,0,0.000590823
NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE_4,0.00064742,0.000322697,0.000294937,-3.28E-05,0.001255133,4.96E-05,0.000451311
NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE_4,0.000387355,0.000322667,0.000236956,-5.57E-05,0.000979948,3.28E-05,0.000542826
NUM_EXIST_WBC_ACCTS_14 x SECURED_LOAN_PURPOSE_CODE_4,0.000334794,0.000320276,0.000201056,-2.14E-05,0.001042972,7.15E-05,0.000573525
NUM_EXIST_WBC_ACCTS_13 x SECURED_LOAN_PURPOSE_CODE_3,0.000425679,0.000320045,0.000168171,-0.000157003,0.001351341,2.18E-05,0.000357973
NUM_EXIST_WBC_ACCTS_17,0.000354409,0.000313285,6.71E-05,-0.002123349,0.003909345,-0.001393427,0.001182954
NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE_4,0.000369083,0.000304424,0.000259659,0,0.000828631,9.64E-05,0.000449535
NUM_EXIST_WBC_ACCTS_22 x SECURED_LOAN_PURPOSE_CODE_4,0.000401516,0.00027576,0.000228315,0,0.000785767,0.000109035,0.000388464
NUM_EXIST_WBC_ACCTS_23,-0.000309029,-0.000230482,-0.000118209,-0.000711163,-2.82E-05,-0.000334043,-5.37E-05
SECURED_LOAN_PURPOSE_CODE_2,7.31E-05,0.000218378,-0.000229999,-0.003062416,0.004112867,-0.001170713,0.001800839
NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE_2,-0.000274749,-0.000213251,-0.000131156,-0.000661381,2.61E-05,-0.000325377,-2.47E-05
NUM_EXIST_WBC_ACCTS_21,-0.000257731,-0.000204799,-0.000183903,-0.000417486,-5.52E-05,-0.000271994,-0.000102265
NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE_4,0.000247868,0.000204382,0.000154913,-4.90E-05,0.000639435,6.09E-06,0.000364563
TIME_WITH_BANK_1 x NUM_EXIST_WBC_MCD_ACCTS,0.000423453,0.000204273,0.000208409,0,0.000538748,0,0.000316704
NUM_APPS_1 x SECURED_LOAN_PURPOSE_CODE,-0.00016079,-0.000195831,-0.000151356,-0.00052648,0,-0.000314423,-4.31E-07
NUM_BUR_ENQ_L6M_1 x TIME_AT_CURR_EMPLOYMENT_1,0.000160065,0.00017289,0.00016064,0,0.000357715,7.41E-05,0.000248788
NUM_EXIST_WBC_ACCTS_13 x SECURED_LOAN_PURPOSE_CODE_2,0.000273807,0.000172254,5.13E-05,-0.000320182,0.00124361,-2.34E-06,0.000263807
NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE_3,0.000179101,0.000168922,0.000123522,-2.23E-07,0.000509276,4.86E-05,0.000271888
NUM_EXIST_WBC_ACCTS_1 x SECURED_LOAN_PURPOSE_CODE,-1.89E-06,-0.00016506,-4.91E-05,-0.000617703,0,-0.000292814,0
TIME_WITH_BANK_1 x NUM_EXIST_WBC_CHQ_ACCTS,0.000177197,0.000160004,0.000135603,0,0.000390793,2.01E-05,0.000253825
NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE_3,0.000174901,0.000157118,0.000108307,-1.17E-05,0.000461764,4.34E-05,0.000256925
NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE_3,0.000167393,0.000156189,9.19E-05,-1.01E-05,0.000485005,4.73E-05,0.000258363
NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE_3,0.000242127,0.000155632,8.33E-05,-0.00047321,0.000717573,0,0.000380404
LN_PROTECTION_INS_IND_0 x LN_PROTECTION_INS_IND,-0.000221208,-0.000147762,-4.95E-05,-0.000481264,0,-0.000279178,0
LN_PROTECTION_INS_IND_1 x LN_PROTECTION_INS_IND,0.000221208,0.000147762,4.95E-05,0,0.000481264,0,0.000279178
NUM_EXIST_WBC_ACCTS_22 x SECURED_LOAN_PURPOSE_CODE_2,-0.000121101,-0.000141872,-5.91E-05,-0.000620569,4.80E-05,-0.000231845,6.15E-07
NUM_EXIST_WBC_ACCTS_24 x SECURED_LOAN_PURPOSE_CODE_3,0.000147131,0.000141291,7.47E-05,-1.19E-05,0.000450696,4.07E-05,0.000226574
NUM_EXIST_WBC_ACCTS_26 x SECURED_LOAN_PURPOSE_CODE_3,0.000144534,0.000139692,7.43E-05,-1.49E-05,0.000454141,3.90E-05,0.000225853
NUM_EXIST_WBC_ACCTS_25 x SECURED_LOAN_PURPOSE_CODE_3,0.000142682,0.000137979,7.31E-05,-1.48E-05,0.000448151,3.84E-05,0.000226703
NUM_EXIST_WBC_ACCTS_27 x SECURED_LOAN_PURPOSE_CODE_3,0.000141526,0.000136816,7.25E-05,-1.49E-05,0.000444657,3.81E-05,0.000224792
NUM_EXIST_WBC_ACCTS_28 x SECURED_LOAN_PURPOSE_CODE_3,0.000141217,0.000136438,7.25E-05,-1.50E-05,0.000444657,3.80E-05,0.000224509
NUM_EXIST_WBC_ACCTS_2 x SECURED_LOAN_PURPOSE_CODE,-1.66E-06,-0.000128338,-4.75E-05,-0.000405279,0,-0.000249254,0
NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE_2,-0.000153534,-0.000113208,-4.19E-05,-0.000393513,3.95E-05,-0.000171611,5.49E-06
SEC_FLAG_0 x LN_PROTECTION_INS_IND,1.35E-05,9.19E-05,0,0,0.000426312,0,0.000159269
SEC_FLAG_1 x LN_PROTECTION_INS_IND,-1.35E-05,-9.19E-05,0,-0.000426312,0,-0.000159269,0
NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE_3,0.00012317,9.09E-05,3.63E-05,-0.000194472,0.000429449,0,0.000210554
NUM_EXIST_WBC_ACCTS_14 x SECURED_LOAN_PURPOSE_CODE_2,-0.000177047,-9.00E-05,-4.81E-05,-0.000476886,0.000257143,-0.000235292,1.18E-06
NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE_2,-0.000125161,-8.68E-05,-2.90E-05,-0.000628277,0.000273141,-0.000192475,4.23E-05
NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE_3,0.000108056,8.66E-05,5.58E-05,-0.000200469,0.00046887,-2.14E-06,0.000203592
NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE_2,0.000141185,-8.13E-05,-1.72E-05,-0.000661898,0.000669341,-0.000269467,9.23E-05
NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE_3,-0.000136024,-7.32E-05,-2.01E-05,-0.000542798,0.000257998,-0.000124298,1.96E-05
NUM_EXIST_WBC_ACCTS_24,-7.71E-05,-7.17E-05,-6.42E-05,-0.000139037,-1.84E-05,-9.69E-05,-4.35E-05
NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE_3,-2.15E-05,7.01E-05,4.49E-05,-0.001010193,0.000885376,-0.000171783,0.000321346
NUM_APPS_0 x SECURED_LOAN_PURPOSE_CODE,5.73E-05,6.97E-05,5.48E-05,0,0.000188023,1.52E-07,0.000111956
NUM_EXIST_WBC_ACCTS_5 x SECURED_LOAN_PURPOSE_CODE,7.37E-07,6.47E-05,1.06E-05,0,0.000209805,0,9.35E-05
NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE_2,-3.07E-05,-5.34E-05,-1.51E-05,-0.000337102,0.00019983,-0.00013704,3.07E-05
NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE_3,1.36E-05,5.33E-05,3.91E-06,-0.000442795,0.000639557,-0.000127739,0.000215384
NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE_2,-0.000142862,-5.31E-05,0,-0.001117797,0.000687032,-0.000316449,0.000269519
NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE_2,7.68E-05,5.24E-05,4.50E-05,-3.72E-05,0.000176149,3.41E-06,7.49E-05
NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE_2,-1.56E-05,-4.92E-05,-1.52E-05,-0.000401129,0.000143993,-7.18E-05,2.85E-05
NUM_EXIST_WBC_ACCTS_0 x SECURED_LOAN_PURPOSE_CODE,-6.05E-07,-4.91E-05,-7.77E-06,-0.00019602,0,-8.00E-05,0
AMT_OF_LN_PROTECTION_INS,5.68E-05,4.82E-05,4.82E-05,2.83E-05,7.04E-05,3.78E-05,5.71E-05
SECURED_LOAN_PURPOSE_CODE_0 x LN_PROTECTION_INS_IND,-2.66E-05,-4.55E-05,0,-0.000302543,0,0,0
NUM_EXIST_WBC_ACCTS_26,-3.28E-05,-3.55E-05,-2.61E-05,-8.73E-05,0,-5.27E-05,-5.41E-06
TIME_WITH_BANK_1 x WORST_DAYS_IN_EXCESS_AT_APPL,2.32E-05,3.54E-05,2.69E-05,0,0.000110697,0,6.09E-05
NUM_EXIST_WBC_ACCTS_4 x SECURED_LOAN_PURPOSE_CODE,5.15E-07,3.26E-05,0,-1.73E-05,0.00012264,0,4.22E-05
NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE,3.22E-07,2.97E-05,5.17E-06,0,0.000102888,0,4.95E-05
NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE_3,-1.48E-05,2.69E-05,8.31E-06,-0.000316354,0.00043412,-4.18E-05,8.30E-05
NUM_EXIST_WBC_ACCTS_8 x SECURED_LOAN_PURPOSE_CODE,2.82E-07,2.07E-05,1.24E-06,0,8.03E-05,0,3.42E-05
NUM_EXIST_WBC_ACCTS_25,-1.43E-05,-2.05E-05,-1.74E-05,-5.50E-05,0,-3.02E-05,-7.57E-06
NUM_EXIST_WBC_CHQ_ACCTS x WORST_DAYS_IN_EXCESS_AT_APPL,-0.001311073,-1.93E-05,0,-0.002099603,0.001072468,0,0
SECURED_LOAN_PURPOSE_CODE_1 x LN_PROTECTION_INS_IND,1.05E-05,1.80E-05,0,0,0.000128931,0,0
NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE_2,3.62E-05,1.70E-05,1.18E-05,-7.03E-05,8.91E-05,0,5.07E-05
NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE_2,2.87E-05,1.61E-05,8.70E-06,-6.53E-05,0.000115223,-4.05E-06,3.58E-05
NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE_2,0.000103402,1.56E-05,2.88E-05,-0.000565279,0.000437829,-2.07E-05,0.000134862
NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE_3,0.000229563,1.41E-05,8.19E-06,-0.000539955,0.000866664,-0.000119809,0.000192618
NUM_APPS_0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
